@relation text
@attribute docs string
@attribute class {work,no_work}

@data
'Markov Random Field Structure Learning Jesse Davis Jesse Davis Parisa Kordjamshidi Markov networks are a formalism for compactly representing the joint probability distribution over a set of variables. Its power lies in the ability to exploit (conditional) independences among sets of variables in the data. Markov networks are often written as a weighted sum of features, where the features are conjunctions over the variables in the domain. Thus, the problem of learning the structure of a Markov network boils down to constructing the set of features. Most current approaches perform complex search procedures to construct the features. However, recent experiences for similar problems have shown that simple techniques, such as randomly generating features, often work well in practice. This thesis will explore the connection between various existing algorithms and see how they can be applied in the context of learning the structure of a Markov network. This thesis will explore the connection between various existing algorithms and see how they can be applied in the context of learning the structure of a Markov network. The tasks involved with this thesis are the following:      Explore random feature generation techniques for feature construction (e.g., like those employed in Schietgat et al., 2011).     Explore feature generation techniques based on association rule mining.     Select a relevant subset of datasets from an existing repository and run the experiments.  Interest in machine learning.  Comfortable with C++ or java.         Daniel Lowd and Jesse Davis. Learning Markov Network Structure with Decision Trees. Proceedings of the 10th IEEE International Conference on Data Mining (ICDM), 2010. Sydney, Australia.  Schietgat, L., Costa, F., Ramon, J., De Raedt, L. (2011). Effective feature construction by maximum common subgraph sampling. Machine Learning, 83 (2), 137-161.',no_work
'Monitoring van cloud-gebaseerde applicaties door middel van gedistribueerde event-aggregatie.  Wouter DeBorger Wouter Joosen Wouter DeBorger  Cloud computing ondersteunt de ontwikkeling van software op een ongekende schaal. Elastische schaalbaarheid, standaard API s en automatische implementatie laten toe om meer complexe software te bouwen. Maar cloud computing maakt het ook moeilijk om de uitvoering van dergelijke automatische implementaties te inspecteren en te controleren. Om te weten wat een cloud computing systeem daadwerkelijk aan het doen is, moet informatie worden verzameld uit verschillende bronnen en samengevoegd tot een begrijpelijk overzicht. In de huidige stand van de techniek zijn cloud inspectiesystemen niet in staat om dit te doen. Een eenvoudig voorbeeld is gedistribueerde verwerking van medische beeldmateriaal. Het beeldmateriaal, verkregen uit scans en microscopie, wordt geanalyseerd door een netwerk (cloud, grid of cluster) van rekenservers. Elke afbeelding volgt een specifieke workflow met verschillende stappen. De machines verdelen het werk autonoom onder elkaar. Het is echter belangrijk dat de operatoren en onderzoekers op elk moment weten waar elke afbeelding zich bevindt, in welke toestand en of de verwerking tijdig klaar zal zijn, of er geen afbeelding verloren gaat en zo verder. Deze informatie kan afgeleid worden uit de aankomst- en vertrektijden van afbeeldingen op verschillende machines voor verschillende verwerkingsstappen. Het doel van deze thesis is het omzetten van laag niveau gebeurtenissen zoals  Prent 7650 is aangekomen bij Server 75 voor actie 5  in zinvolle boodschappen zoals:  De scan van meneer Peeters zal niet op tijd klaar zijn .   Concreet ga je in deze thesis een bestaand inspectiesysteem combineren met een bestaand gedistribueerd informatie aggregatie systeem. Je zal gebruik maken van systemtap, een inspectiesysteem met support voor oa java, python en postgresql. Voor informatie aggregatie ga je gebruik gemaken van SpoVNet, een P2P, scalable, distributed event aggregation system. Deze combinatie zou moeten toelaten om events in een heterogene omgeving en op op een dynamische manier te verzamelen en te aggregeren op een schaalbare manier. Het ultieme doel is om op een cloud meerdere applicaties on-the-fly te kunnen inspecteren, in een per application, unified view.  Mogelijke use cases:     events detecteren die niet in de normale workflow zitten (find the hacker)   statistieken verzamelen per gebruiker     omniscience (verzamel voldoende informatie om de uitvoering achterwaarts af te spelen, zodat je fouten heel snel kan vinden)  visualiseer de huidige toestand van de applicatie      voorbereiding    korte studie van het related work    eerste testen met systemtap    eerste testen met spovnet      Milestone I    kleine test applicatie bouwen    system tap linken met spovnet    test       Milestone II    in overleg een doel kiezen, bijvoorbeeld een van de use cases.     Je bent een technisch vaardige en gemotiveerde student met een goed inzicht in gedistribueerde systemen. Bij deze thesis komt een stevige dosis implementatiewerk kijken. In deze thesis krijg je de kans om kennis te maken met een aantal krachtige tools in de Linux omgeving. Als je vlot nieuwe technieken aanleert zal het dus zeker een verrijkende ervaring zijn. Als je geinteresseerd bent in deze thesis aarzel dan niet om contact op te nemen met Wouter De Borger (w.deborger@gmail.com, lokaal 02.33)      http://sourceware.org/systemtap/    Cordies: Expressive event correlation in distributed systems    The Power of Events, Luckham (boek)    Dapper, a Large-Scale Distributed Systems Tracing Infrastructure, Sigelman, google',no_work
'Configuratie van SaaS via feature modellen Stefan Walraven Wouter Joosen Stefan Walraven  Software as a Service (SaaS) is een variant van cloud computing waarbij software applicaties worden aangeboden als online services en de gebruikers (dit zijn organisaties en bedrijven) enkel betalen voor wat ze effectief gebruiken (pay per use). Om te profiteren van de schaalvoordelen wordt dezelfde applicatie-instantie gedeeld tussen meerdere organisaties en bedrijven, tenants, genoemd, elk met hun eigen eindgebruikers (zoals klanten, werknemers...). Deze tenants hebben echter verschillende vereisten met betrekking tot de gedeelde applicatie. Daarom is het noodzakelijk dat een SaaS applicatie tenant-specifieke configuratie & customisatie ondersteunt: een tenant kan de applicatie aanpassen aan zijn specifieke noden zonder de andere tenants te beinvloeden.  Een vaak toegepaste manier om een softwareproduct met al zijn variaties (customisaties) voor te stellen is een feature model. Dit is een compacte representatie van een softwareproduct in termen van features en hun afhankelijkheden. Een feature is een specifieke karakteristiek of kwaliteit van een software systeem. Deze feature modellen worden vaak voorgesteld in de vorm van een feature diagram. De features van een webshop zijn bijvoorbeeld de catalogus, een betaalmodule met meerdere opties (kredietkaart of overschrijving), security, en een zoekfunctie. Bepaalde features kunnen verplicht zijn, andere optioneel; features kunnen ook van elkaar afhankelijk zijn of juist met elkaar conflicteren. Aan de hand van een feature model kan een klant de gewenste set van features selecteren (? configuratie van de applicatie) en wordt een geschikte variant van het softwareproduct samengesteld.   In deze thesis willen we nagaan of feature modellen geschikt zijn om tenant-specifieke configuratie van SaaS applicaties mogelijk te maken. Feature modellen zijn namelijk vrij statisch, terwijl een SaaS applicatie zeer dynamisch kan zijn (denk maar aan web service composities). Bovendien zijn er mogelijk customisaties vereist die niet voorgesteld kunnen worden in een feature model.  De eerste stap in deze thesis bestaat uit de studie van het SaaS model en de typische eigenschappen. Bijkomend wordt er gekeken naar relevante literatuur met betrekking tot feature modellen in een service-geori?nteerde context. In een tweede stap worden de relevante tenant-specifieke customisaties (van een SaaS applicatie) geidentificeerd op basis van een case study. Op basis van het voorgaande werk kan dan onderzocht worden of feature modellen geschikt zijn om tenant-specifieke configuratie mogelijk te maken. Uiteindelijk is het de bedoeling om verbeteringen voor te stellen en te implementeren voor de huidige aanpak zodat feature modellen geschikter worden voor het SaaS model.    Literatuurstudie:   Studie van het concept SaaS en zijn typische eigenschappen  Studie van feature modellen in een service-georienteerde context   Identificeren van de relevante tenant-specifieke customisaties van een SaaS applicatie op basis van een case study.  Evaluatie van de geschiktheid van feature modellen voor tenant-specifieke configuratie.  Uitbreiding van feature modellen, aangepast aan het SaaS model:   Voorstellen van verbeteringen voor de huidige aanpak;  Implementatie.     Een belangrijk deel van deze thesis bestaat uit de studie en evaluatie van feature modellen in een Software-as-a-Service (SaaS) context. Dit vereist o.a. goed inzicht en kennis van gedistribueerde systemen en service-gebaseerde softwareontwikkeling (cf. het vak Gedistribueerde Systemen). Bij het tweede deel komt er echter ook voldoende ontwikkelingswerk aan bod.  Ben je een zelfstandige student en geinteresseerd in dit thesisonderwerp, aarzel dan niet om contact op te nemen met de contactpersoon voor een kort kennismakingsgesprek.    SaaS:   Architecture Strategies for Catching the Long Tail  A Framework for Native Multi-Tenancy Application Development and Management  Customizing Enterprise Software as a Service Applications: Back-End Extension in a Multi-tenancy Environment  Customization Realization in Multi-tenant Web Applications: Case Studies from the Library Sector   Feature modellen:   Feature Oriented Domain Analysis (FODA)  Tools , bv. Pure::Variants  Service-Oriented Architectures and Software Product Lines  Service-Oriented Product Lines [ 1 ,  2 ]',no_work
'Inspectie van samengestelde bedrijfsapplicaties.  Wouter DeBorger Wouter Joosen Wouter DeBorger  Zoals je bij de practica van het vak Gedistribueerde Systemen al gemerkt zal hebben bied middelware (zoals JEE) heel wat nuttige ondersteuning aan, maar maakt het debuggen erg moeilijk. Tijdens het programmeren zie je niet veel van de middleware buiten de API en wat annotaties. In de debugger zie plots heel veel synthetische code opduiken, die erg moeilijk te begrijpen is.  Sommige bugs zijn daardoor erg moeilijk te vinden. Een veel gemaakte fout is bij voorbeeld het bijhouden van referenties naar entities nadat de transactie afgelopen is. Deze fout is erg moeilijk te detecteren omdat de debugger niet kan zeggen bij welke transactie de entity hoort. Ook problemen met RMI zijn moeilijk op lossen. Als men, met de huidige technologie, een RMI-applicatie debugt, kan men niet zien wat de stack-trace van een remote invocation is, omdat de twee helften van de stack op een andere machine te vinden zijn. Ook de waarde van velden van remote-object zijn moeilijk terug te vinden, omdat ze zich op een andere machine bevinden. De middleware die nuttige abstracties aanbiedt bij het ontwikkelen bemoeilijkt dus het debuggen, doordat de debugger de abstracties niet meer ondersteunt.  Het doel van deze thesis is een debugger te bouwen die JEE begrijpt en alle nuttige abstracties aan de gebruiker kan laten zien. Met een bestaande tool ga je de abstracties die je in een JEE omgeving terugvindt modelleren. Op basis van dit model kan dan automatisch een inspectie tool gegenereerd worden, die wel alle JEE abstracties, zoals entities, EJB s, containers en transacties kan laten zien.    Inwerkfase    leer de tools kennen    leer de interne werking van JEE kennen      Transactie support    breid een RMI debugger uit met support voor expliciete transactie demarcatie.      Verder doelen worden in overleg vastgelegd  Je bent gemotiveerd en technisch vaardig.  Bij deze thesis komt veel implementatiewerk kijken en je zal jezelf vertrouwd moeten maken met de interne werking van het JEE Glassfish platform.     Mirrors: Design Principles for Meta-level Facilities of Object-Oriented Programming Languages (Bracha)    A Generic and Reflective Debugging Architecture to Support Runtime Visibility and Traceability of Aspects (De Borger)',no_work
'Smart Twitter for Mobile Ad hoc Networks  Koosha Paridel Yolande Berbers Koosha Paridel Microblogging and social networks like Twitter are hot these days, but the concepts on which they are based, i.e. publish/subscribe systems, have been around for decades. You simply decide which tweets of people you follow by subscribing to certain people. The subscription model is fairly simple and the communication infrastructure is centralized. In this thesis, you will investigate how Twitter can be made smarter by enhancing the subscription model beyond matching tweets from certain people, and by developing communication/routing protocols for efficient distribution of the tweets in mobile ad hoc networks.  In this thesis, you will design an advanced subscription model for tweets that not only allows following tweets from certain people, but that also enables subscribing to tweets of anyone at a particular location (e.g. on the train to work), with a similar profile (e.g. friends or relatives) or interests (e.g. sharing a taxi at the airport), or tweeting about a particular topic (e.g. sports), etc. As such, the smart Twitter should be able to match tweets from people in a particular context.The second goal of this thesis is to design a routing scheme for a decentralised Twitter operating in a mobile ad hoc network on e.g. smartphones. The advantage of such an approach is that your followers will most likely be close-by, smoothening the path to face-to-face interactions. The disadvantage of ad hoc routing compared to a centralized infrastructure is that some interested followers mightnot receive your tweet, or that some people are flooded with routingrequests to forward the tweets. You will investigate ways for routing tweets efficiently, with efficiency e.g. measured in terms of network traffic and processing overhead, number of missed tweets, distance travelled by a tweet, effect of caching tweets, etc.  You will first study the basics of publish/subscribe systems and routing schemes for mobile ad hoc networks. You will thenimplement a basic microblogging service on top of an existing publish/subscribe middleware. Then you will propose a more versatile subscription model and implement a prototype with the necessary runtime support to handle the more complex tweet subscription matching process.As a last step, you will investigate communication strategies for routing tweets in a mobile ad hoc network, and test your solution on a real mobile phone or a network simulator to test with larger mobile ad hoc networks.  The student should be familiar with distributed computing and routing protocols.The daily supervision of this thesis will be in English    Survey of Publish Subscribe Event Systems   Distributed Event Routing in Publish/SubscribeCommunication Systems: a Survey',no_work
'Applicatie-niveau beveiliging voor Software-as-a-Service in de Cloud Bert Lagaisse Maarten Decat Wouter Joosen Bert Lagaisse Maarten Decat  Software wordt meer en meer aangeboden als een online, webgebaseerde service, daarbij vaak gebruikmakende van de cloud met als doel om de applicatie schaalbaar te maken. Security is essentieel voor de doorbraak van aanbieders van Software-as-a-Service, maar de nieuwe omgeving stelt ook nieuwe uitdagingen, vooral op het vlak van schaalbaarheid van de beveiligingsoplossing.    Deze thesis richt zich op gebruikersbeheer en access control. De  uitdagingen hierbij zijn tweevoudig: enerzijds is nood aan schaalbaar gebruikersbeheer voor de aanbieder van de service, de verschillende afnemers (zogenaamde tenants) en de grote hoeveelheid eindgebruikers. Het delegeren van gebruikersmanagement naar de tenant is daardoor cruciaal. Anderzijds is er ook nood aan een schaalbare security architectuur voor het evalueren van complexe en expressieve access control policies, die ook steeds vaker gebruik willen maken van application state.   In deze thesis onderzoek je, evalueer je en implementeer je enkele schaalbaarheidstechnieken voor deze problemen. Concreet onderzoek je de toepasbaarheid van enkele concepten uit bestaande beveilingsraamwerken zoals XACML 3.0 en ontwikkel je een beveilingsarchitectuur en prototype om aan de uitdagingen het hoofd te bieden.    Het doel van deze thesis is het onderzoeken van de vereisten van huidige SaaS applicaties, de architectuur van een passend access control mechanisme uit te werken en te verifieren aan de hand van een eigen implementatie. XACML 3.0 wordt gebruikt als basis.   Het onderzoek binnen deze thesis wordt toegepast op een reele case study, bijvoorbeeld omtrent e-document processing. Deze case study is een online software service, tegen betaling aangeboden door een SaaS provider, die door grote bedrijven wordt gebruikt om grote hoeveelheden gepersonaliseerde documenten te genereren en te distribueren. Typische voorbeelden zijn de maandelijkse fakturen van GSM-operatoren.    	Studie van SaaS requirements adhv literatuur en een case study.  	Evaluatie van state-of-the-art taak allocatie technieken (e.g. XACML 3.0) voor deze requirements.  	Opstellen van een eigen access control architectuur.  	Implementeren van proof-of-concept.  	Evaluatie van implementatie.   Deze thesis bestaat uit het uitwerken en implementeren van een access control architectuur voor SaaS applicaties in de cloud. Een stevige interesse en kennis van gedistribueerde systemen en software architectuur zijn vereist, alsook een sterke interesse in beveiliging. Zelfstandig kunnen werken aan de implementatie van een softwaresysteem is ook belangrijk.   Cloud computing:   Capturing the value of Cloud Computing, Boston Consultancy Group  Architecture Strategies for Catching the Long Tail  The NIST Definition of Cloud Computing   SaaS applicaties   Architecture strategies for catching the long tail   Access control   XACML 3.0  Distributed Authorization Middleware for Service-Oriented Architectures',no_work
'Agent code migration: a case study for PDP problems Ning Gui Tom Holvoet Ning Gui Multi-agent techniques are used to provide decentralized solutions for controlling large-scale, dynamic systems - e.g. for controlling a large number of vehicles that need to accomplish transport tasks for clients (package delivery service). Achieving efficient and effective collective behavior is difficult especially when systems exhibit temporal or regional heterogeneity. Thus, in order to deal with such problems, agents are required to fast evolve their behaviors for new environments. However, traditional AI based agent s learning process cannot effectively deal with such highly dynamic environments.  The goal of this thesis is to study the feasibility of agent behavior evolution by using so called code migration mechanism. An agent uses this mechanism to transfer part of its logics (in form of components), knowledge of local information collected from history, to other agents directly or through environments. In this way, other agents can query, select and integrate certain role components during run-time to achieve fast behavior evolution rather than learn everything from scratch. The PDP problem is used to evaluate the agent performance equipped with/without this mechanism.    Multi-agent techniques are used to provide decentralized solutions for controlling large-scale, dynamic systems - e.g. for controlling a large number of vehicles that need to accomplish transport tasks for clients (package delivery service). Achieving efficient and effective collective behavior is difficult for such systems as they normally exhibit temporal or regional heterogeneity. Agents with fixed adaptation features cannot effectively deal with such diversity. Large scale and high dynamicity demands agents to have the best matching (different) behaviors according to their working environments.  The term ?role? is proposed as an important abstraction for agent behavior. At different context, an agent performs different roles thus its behavior can be contextually changed [1]. The purpose of this thesis to apply the role-based agent techniques in the large-scale systems, more specifically, pick and delivery problem (PDP)[2]. Rather than using predefined agent behavior, this project is to investigate the feasibility in constructing an agent s behavior dynamically by integrating best matching roles (at the form of components) according to current context. Agents can also drop its roles (possibly optimized for certain sub-domain as forms of components to the environments. Other agents can pickup those roles when entering this region, thus fast behavior evolution can be achieved.   In this thesis, the PDP problem is suggested as the targeted problem and the MAS DiscoSim [3] developed in the previous project is suggested as the basic simulation platform to show the effect of dynamic role integration.   Tasks to do:   Analyze the heterogeneous effects of PDP problems;  Design software solution to support run-time role integration [4];   Design proper scenarios to best demonstrate the effect of run-time role integration  Implement the scenarios by MAS-DiscoSim.    Several scenarios should be considered:   Run-time role integration;   Agents drop and pickup role components to/from the enviroment ;   Agents collaborate with each other by playing different types of roles in DiscomSim     The tentative expectation of this thesis is to prove the feasibility to use agent behavior evolution to deal with dynamic and large-scale problems. A set of simulations will be designed and developed in this project. A set of comparison between with/without role migrations should be provided.   The student(s) is expected to have good understanding of Java. He/She should have good understanding on meta-programming (XML based). Previous programming experience with MAS-DiscoSim is preferred.   [1] L. Y. Liu and H. B. Zhu, "Implementing agent evolution with roles in collaborative systems, " Proceedings of the 2006 Ieee International Conference on Networking, Sensing and Control, pp. 819-824, 2006.    [2] S. Parragh, K. Doerner, and R. Hartl,  "A survey on pickup and delivery problems, " Journal of Betriebswirtschaft, vol. 58, pp. 81-117-117, 2008.    [3] J. V. Gompel, B. Tuts, R. Claes, M. C. Torres, and T. Holvoet. MAS-DiscoSim for PDP:a Testbed for Multi-Agent Solutions to PDPs. Available: http://distrinet.cs.kuleuven.be/software/agentwise/mas-discosim/    [4] A. Fuggetta, G. P. Picco, and G. Vigna,  "Understanding code mobility, " Ieee Transactions on Software Engineering, vol. 24, pp. 342-361, May 1998.',no_work
'Diagnosegeneratie op intensieve zorgen Jan Ramon Maurice Bruynooghe Jan Ramon Jelle VanEyck In een intensieve zorgen afdeling verblijven kritiek zieke patienten die ondersteuning van essentiele functies nodig hebben.  De intensieve verzorging en monitoring zorgt voor een grote hoeveelheid gegevens, zowel observaties (temperatuur, bloeddruk, ...) als rapporten van verpleegsters en artsen in tekstvorm.  Op het einde van het verblijf dient een rapport opgemaakt te worden dat alle diagnoses en behandelingen vermeldt. Het doel van deze thesis is het leren van een predictief model dat diagnoses afleidt uit de in de databank aanwezige gegevens. Deze thesis omvat volgende stappen:  Beknopte literatuurstudie en inwerking in het intensieve zorgen domein  Het modelleren van verbanden tussen tekstuele gegevens en monitoring data  Het ontwerpen van een ontologie voor de classificatie van diagnoses  Het leren van een predictief model dat diagnoses afleidt/voorspelt uit de tekst en monitoring data  Het ontwerpen van een algoritme dat kan aangeven over welke diagnoses meest onzekerheid bestaat, om zo efficient vragen te kunnen stellen en het model met domeinkennis van artsen te vervolledigen  Evaluatie   Interesse in data mining en logica.   Data mining in intensive care',no_work
'Taak- en component-allocatie op basis van domeinkennis voor SaaS applicaties in de cloud. Bert Lagaisse Wouter Joosen Bert Lagaisse Software wordt meer en meer aangeboden als een online web-gebaseerde service (Software as a service, SaaS). Om te kunnen scaleren naar een groot aantal gebruikers wordt daarom meer en meer gebruik gemaakt van cloud-technologie door de aanbieder: zowel in eigen datacenters (private clouds), alsook dmv publieke cloud platformen zoals Amazon EC2, Google App Engine of Microsoft Azure. Omwille van verschillende redenen zoals privacy of lokale wetgeving, moeten sommige taken en componenten in de software verplicht gebruik maken van het private data center voor hun uitvoering alsook voor hun data, terwijl andere taken en componenten kunnen gebruik maken van publieke cloud technologie. In dat geval spreken we van een hybrid cloud.  In deze thesis onderzoeken en ontwikkelen  we de nodige ondersteuning voor aanbieders van Software-as-a-Service  diensten, om gebruik te maken van meerdere cloud omgevingen (publiek en private) die zo naadloos op elkaar aansluiten tot een hybrid cloud. Meer specifiek zullen we in dit project een architectuur creeren , ontwikkelen, en bestuderen die statische en dynamische taak allocatie van software componenten (verspreid over meerdere cloud computing omgevingen) ondersteunt, en die hierbij domein-specifieke kennis in acht neemt.   Het onderzoek binnen deze thesis wordt toegepast op een reele case study omtrent e-document processing. Deze case study is een online software service, tegen betaling aangeboden door een SaaS provider, die door grote bedrijven wordt gebruikt om grote hoeveelheden gepersonaliseerde documenten te genereren en te distribueren via verschillende kanalen. Typische voorbeelden zijn de maandelijkse fakturen van GSM operatoren.De enorme piek aan uit te voeren taken, typisch op het einde van de maand vraagt om een hybrid cloud architectuur die naadloos de publieke cloud kan gebruiken, maar ook rekening houdt met privacy en lokale wetgeving omtrent financiele documenten.    	Studie van SaaS requirements adhv literatuur en de e-document processing case study.  	Evaluatie van state-of-the-art taak allocatie technieken voor deze requirements .  	Opstellen van een eigen taak allocatie architectuur.  	Implementeren van proof-of-concept.  	Evaluatie van implementatie.    Je bent een zelfstandige en gemotiveerde student met een goede kennis van gedistribueerde systemen en component- & service-gebaseerde softwareontwikkeling (cf. het vak Gedistribueerde Systemen). Een groot deel van de thesis bestaat uit praktisch ontwikkelingswerk, maar je moet ook theoretisch kunnen werken om 1) inzicht te krijgen in de bestaande oplossingen en technieken, en 2) zelf een geschikte aanpak van het probleem voor te stellen.  Ben je geinteresseerd in dit thesisonderwerp, aarzel dan niet om contact op te nemen met de contactpersoon voor een kort kennismakingsgesprek.    Cloud computing:    Capturing the value of Cloud Computing, Boston Consultancy Group   The NIST Definition of Cloud Computing  Architecture Strategies for Catching the Long Tail   Specifieke cloud platformen   Windows Azure  JBoss SteamCannon  Amazon Web Services LLC. Amazon Elastic Compute Cloud (Amazon EC2).  http://aws.amazon.com/ec2/  Google, Inc. Google App Engine.  http://code.google.com/appengine/     Onderzoeksliteratuur omtrent task allocation and scheduling:   Marek Wieczorek, Andreas Hoheisel, and Radu Prodan. Towards a general model of the multi-criteria workflow scheduling on the grid. Future Gener..Comput. Syst., 25(3):237-256, 2009.  Jia Yu, Rajkumar Buyya, and Kotagiri Ramamohanarao. Workflow scheduling algorithms for grid computing. In Metaheuristics for Scheduling in Distributed Computing Environments. Springer, 2008.  Tevfik Kosar and Mehmet Balman. A new paradigm: Data-aware scheduling in grid computing. Future Generation Computer Systems, 25(4):406-413, 2009.',no_work
'Verificatie van SPM s Raoul Strackx Jan Smans Bart Jacobs Raoul Strackx Jan Smans Persoonlijke gegevens, paswoorden, kredietkaartgegevens, ... allen worden ze dagelijks ingevuld in browsers of andere programma s uitvoerend op bestaande besturingssystemen. Hoewel we er allemaal vanuit gaan dat deze gegevens niet zomaar te grabbel gegooid worden, worden er dagelijks kwetsbaarheden ontdekt die dit mogelijk maken. Onderzoek aan de KULeuven probeert dit op twee wijzen tegelijk te verhinderen.Ten eerste wordt er onderzoek gedaan naar hoe programma s geverifieerd kunnen worden. Verificiatie laat toe om met mathematische zekerheid te garanderen dat het programma de gevoelige gegevens niet zal lekken. Hiervoor werd er een tool, VeriFast, geschreven dat zowel op het niveau van Java- of C-programma s werkt. De programmeur annoteert zijn code met extra informatie, en Verifast zal hem op mogelijke kwetsbaarheden wijzen.Hoewel deze aanpak zeer goed blijkt te werken, is het praktisch onbegonnen werk om bijvoorbeeld een volledig besturingssysteem te verifieren. Een tweede onderzoeksgebied aan de KULeuven focust hoe de trusted computing base (TCB), de code die minimaal vertrouwd moet worden, kan worden verkleind. Ook dit onderzoek blijkt veel belovend. Er werd reeds een maatregel ontwikkeld om de TCB (die bijvoorbeeld de kernel en de gebruikte applicatie bevat) terug te dringen van ettelijke miljoenen regels code naar een paar duizend. Hiervoor werd het concept van self-protecting modules ontwikkeld. Dit zijn kleine stukken code die de benodigde functionaliteit bevatten. Ze bieden bijvoorbeeld de mogelijkheid om een cryptografische handtekening te controleren waarbij zowel het cryptografische algoritme als de gebruikte sleutel in volledige isolatie met de rest van het systeem wordt uitgevoerd. Ook is het voor spm s mogelijk om met elkaar op een veilige manier te communiceren. Dit vereist echter een correcte werking van die spm s. Het doel van de thesis is om na te gaan hoe de correcte werking van spm s precies kunnen worden geverifieerd.  Studenten zullen binnen de thesis vooral gebruik maken van de C-programmeertaal om modules te bouwen en de VeriFast verifier om de correctheid van hun implementatie te verifieren. Studenten moeten zeker interesse hebben in de verificatie van C-programma s.   Verifast  Self-protecting modules',no_work
'Creatie van Self-Protecting Modules Raoul Strackx Frank Piessens Raoul Strackx Naarmate onze economie meer steunt op informaticasystemen, hoe belangrijker hun correcte werking worden. Het uitvoeren van onvertrouwde programma s in userspace is lang niet meer voldoende. Bestaande besturingssystemen voeren immers ettelijke miljoenen regels code uit met de hoogste privileges. De correctheid van deze code kan echter niet gegarandeerd worden. Bovendien wordt deze code voortdurend uitgebreid, bijvoorbeeld met device drivers voor het aansturen van nieuwe hardware.Aan de KULeuven wordt onderzoek gedaan hoe deze problemen vermeden kunnen worden. De trusted computing base (TCB), de software die vertrouwd moet worden zoals in veel gevallen het besturingssysteem, werd reeds gereduceerd van ettelijke miljoenen regels code naar ettelijke duizenden. Bovendien is het mogelijk om bepaalde stukken software slechts gedeeltelijk te vertrouwen. Hiervoor werd het concept van self-protecting modules (SPM s) geintroduceerd. Dit zijn kleine stukken code die de benodigde functionaliteit bevatten. Ze bieden bijvoorbeeld de mogelijkheid om een cryptografische handtekening te controleren waarbij zowel het cryptografische algoritme als de gebruikte sleutel in volledige isolatie met de rest van het systeem wordt uitgevoerd. De creatie van deze SPM s vormt echter nog een probleem. Vooraleer deze naadloos in bestaande systemen kunnen worden gebruikt, wordt van de programmeur enkele aanpassingen op assembly niveau verwacht.  Het doel van deze thesis is deze creatie te automatiseren en/of enkele SPM s te implementeren.  De student zal tijdens zijn thesis in contact komen met zowel de implementatie van modules in assembly en de C-programmeertaal als de automatische creatie van dergelijke modules vanuit dynamische bibliotheken. Studenten moeten enige kennis hebben van low-level implementatiedetails en/of de C-programmeertaal, en/of moeten bereid zijn zich verder in dergelijke low-level details te verdiepen.   Self-protecting modules',no_work
'Ontwerp een grafische tool voor subobject-oriented programming.  Marko vanDooren Dave Clarke Marko vanDooren  Klassen zijn fundamentele elementen in objectgerichte programmeertalen, maar ze kunnen niet gebouwd worden door andere klassen samen te stellen. Daardoor wordt veel boilerplate code voor bijvoorbeeld associaties en grafen steeds opnieuw geschreven. Het onderstaande Java fragment van een routeringsapplicatie illustreert dit.    class  City {  City(String name) { this .name = name;}  String name;  String getName() { return  name;}  Set<Road> roads =  new  HashSet<Road>();  Set<Road> roads() { return   new  HashSet<Road>( this .roads);}   void  registerRoad(Road road) { this .roads.add(road);}   void  unregisterRoad(Road road) { this .roads.remove(road);}   double  distanceTo(City destination) {    Set<City> done =  new  HashSet<City>();     // assume that the order of Pair is defined by the second element     PriorityQueue<Pair<City,Double>> distances =        new  PriorityQueue<Pair<City,Double>>();    Pair<City,Double> uPair =  new  Pair<City,Double>( this ,0d);     while (uPair !=  null ) {      City u = uPair.left();       if (u.equals(destination)) {         return  uPair.right();      }       if (! done.contains(u)) {        done.add(u);         double  distance = uPair.right();         for (Road road: roads()) {          City target = road.otherEnd(u);            if (! done.contains(target)) {             double  newDistance = distance + road.length();            Pair<City,Double> newPair =                 new  Pair<City,Double>(target,newDistance);            distances.add(newPair);          }        }      }      uPair = distances.poll();    }     return  -1d;  }}    <span style="color:',no_work
